year,country,growth_factor_name,growth_factor_value,
2035,Belgium,metro_annual_change_in_passenger_km,1.7,
2036,Belgium,metro_annual_change_in_passenger_km,1.7,
2037,Belgium,metro_annual_change_in_passenger_km,1.7,
2038,Belgium,metro_annual_change_in_passenger_km,1.7,
2039,Belgium,metro_annual_change_in_passenger_km,1.7,
2040,Belgium,metro_annual_change_in_passenger_km,1.7,
2041,Belgium,metro_annual_change_in_passenger_km,1.7,
2042,Belgium,metro_annual_change_in_passenger_km,1.7,
2043,Belgium,metro_annual_change_in_passenger_km,1.7,
2044,Belgium,metro_annual_change_in_passenger_km,1.7,
2045,Belgium,metro_annual_change_in_passenger_km,1.7,
2046,Belgium,metro_annual_change_in_passenger_km,1.7,
2047,Belgium,metro_annual_change_in_passenger_km,1.7,
2048,Belgium,metro_annual_change_in_passenger_km,1.7,
2049,Belgium,metro_annual_change_in_passenger_km,1.7,
2050,Belgium,metro_annual_change_in_passenger_km,1.7,
2022,Belgium,train_annual_change_in_passenger_km,1.7,
2023,Belgium,train_annual_change_in_passenger_km,1.7,
2024,Belgium,train_annual_change_in_passenger_km,1.7,
2025,Belgium,train_annual_change_in_passenger_km,1.7,
2026,Belgium,train_annual_change_in_passenger_km,1.7,
2027,Belgium,train_annual_change_in_passenger_km,1.7,
2028,Belgium,train_annual_change_in_passenger_km,1.7,
2029,Belgium,train_annual_change_in_passenger_km,1.7,
2030,Belgium,train_annual_change_in_passenger_km,1.7,
2031,Belgium,train_annual_change_in_passenger_km,1.7,
2032,Belgium,train_annual_change_in_passenger_km,1.7,
2033,Belgium,train_annual_change_in_passenger_km,1.7,
2034,Belgium,train_annual_change_in_passenger_km,1.7,
2035,Belgium,train_annual_change_in_passenger_km,1.7,
2036,Belgium,train_annual_change_in_passenger_km,1.7,
2037,Belgium,train_annual_change_in_passenger_km,1.7,
2038,Belgium,train_annual_change_in_passenger_km,1.7,
2039,Belgium,train_annual_change_in_passenger_km,1.7,
2040,Belgium,train_annual_change_in_passenger_km,1.7,
2041,Belgium,train_annual_change_in_passenger_km,1.7,
2042,Belgium,train_annual_change_in_passenger_km,1.7,
2043,Belgium,train_annual_change_in_passenger_km,1.7,
2044,Belgium,train_annual_change_in_passenger_km,1.7,
2045,Belgium,train_annual_change_in_passenger_km,1.7,
2046,Belgium,train_annual_change_in_passenger_km,1.7,
2047,Belgium,train_annual_change_in_passenger_km,1.7,
2048,Belgium,train_annual_change_in_passenger_km,1.7,
2049,Belgium,train_annual_change_in_passenger_km,1.7,
2050,Belgium,train_annual_change_in_passenger_km,1.7,
2022,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2023,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2024,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2025,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2026,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2027,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2028,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2029,Belgium,rail_transport_annual_change_in_vehicle_km,3.2,
2030,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2031,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2032,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2033,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2034,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2035,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2036,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2037,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2038,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2039,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2040,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2041,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2042,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2043,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2044,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2045,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2046,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2047,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2048,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2049,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2050,Belgium,rail_transport_annual_change_in_vehicle_km,1.7,
2022,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2023,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2024,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2025,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2026,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2027,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2028,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2029,Belgium,road_transport_annual_change_in_vehicle_km,1.8,
2030,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2031,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2032,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2033,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2034,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2035,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2036,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2037,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2038,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2039,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2040,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2041,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2042,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2043,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2044,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2045,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2046,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2047,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2048,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2049,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2050,Belgium,road_transport_annual_change_in_vehicle_km,0.9,
2022,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2023,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2024,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2025,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2026,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2027,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2028,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2029,Belgium,water_transport_annual_change_in_vehicle_km,1.6,
2030,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2031,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2032,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2033,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2034,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2035,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2036,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2037,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2038,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2039,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2040,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2041,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2042,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2043,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2044,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2045,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2046,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2047,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2048,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2049,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2050,Belgium,water_transport_annual_change_in_vehicle_km,1.4,
2022,Bulgaria,annual_population_change,-0.7,
2023,Bulgaria,annual_population_change,-0.7,
2024,Bulgaria,annual_population_change,-0.7,
2025,Bulgaria,annual_population_change,-0.7,
2026,Bulgaria,annual_population_change,-0.7,
2027,Bulgaria,annual_population_change,-0.7,
2028,Bulgaria,annual_population_change,-0.7,
2029,Bulgaria,annual_population_change,-0.7,
2030,Bulgaria,annual_population_change,-0.6,
2031,Bulgaria,annual_population_change,-0.6,
2032,Bulgaria,annual_population_change,-0.6,
2033,Bulgaria,annual_population_change,-0.6,
2034,Bulgaria,annual_population_change,-0.6,
2035,Bulgaria,annual_population_change,-0.6,
2036,Bulgaria,annual_population_change,-0.6,
2037,Bulgaria,annual_population_change,-0.6,
2038,Bulgaria,annual_population_change,-0.6,
2039,Bulgaria,annual_population_change,-0.6,
2040,Bulgaria,annual_population_change,-0.6,
2041,Bulgaria,annual_population_change,-0.6,
2042,Bulgaria,annual_population_change,-0.6,
2043,Bulgaria,annual_population_change,-0.6,
2044,Bulgaria,annual_population_change,-0.6,
2045,Bulgaria,annual_population_change,-0.6,
2046,Bulgaria,annual_population_change,-0.6,
2047,Bulgaria,annual_population_change,-0.6,
2048,Bulgaria,annual_population_change,-0.6,
2049,Bulgaria,annual_population_change,-0.6,
2050,Bulgaria,annual_population_change,-0.6,
2022,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2023,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2024,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2025,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2026,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2027,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2028,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2029,Bulgaria,decarbonization_of_grid_electricity,-2.7,
2030,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2031,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2032,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2033,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2034,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2035,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2036,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2037,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2038,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2039,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2040,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2041,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2042,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2043,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2044,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2045,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2046,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2047,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2048,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2049,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2050,Bulgaria,decarbonization_of_grid_electricity,-7.7,
2022,Bulgaria,share_of_electricity_in_road_transport,0.0,
2023,Bulgaria,share_of_electricity_in_road_transport,0.0,
2024,Bulgaria,share_of_electricity_in_road_transport,0.0,
2025,Bulgaria,share_of_electricity_in_road_transport,0.1,
2026,Bulgaria,share_of_electricity_in_road_transport,0.1,
2027,Bulgaria,share_of_electricity_in_road_transport,0.1,
2028,Bulgaria,share_of_electricity_in_road_transport,0.1,
2029,Bulgaria,share_of_electricity_in_road_transport,0.1,
2030,Bulgaria,share_of_electricity_in_road_transport,0.2,
2031,Bulgaria,share_of_electricity_in_road_transport,0.2,
2032,Bulgaria,share_of_electricity_in_road_transport,0.2,
2033,Bulgaria,share_of_electricity_in_road_transport,0.2,
2034,Bulgaria,share_of_electricity_in_road_transport,0.2,
2035,Bulgaria,share_of_electricity_in_road_transport,0.3,
2036,Bulgaria,share_of_electricity_in_road_transport,0.3,
2037,Bulgaria,share_of_electricity_in_road_transport,0.3,
2038,Bulgaria,share_of_electricity_in_road_transport,0.3,
2039,Bulgaria,share_of_electricity_in_road_transport,0.3,
2040,Bulgaria,share_of_electricity_in_road_transport,0.4,
2041,Bulgaria,share_of_electricity_in_road_transport,0.4,
2042,Bulgaria,share_of_electricity_in_road_transport,0.4,
2043,Bulgaria,share_of_electricity_in_road_transport,0.4,
2044,Bulgaria,share_of_electricity_in_road_transport,0.4,
2045,Bulgaria,share_of_electricity_in_road_transport,0.6,
2046,Bulgaria,share_of_electricity_in_road_transport,0.6,
2047,Bulgaria,share_of_electricity_in_road_transport,0.6,
2048,Bulgaria,share_of_electricity_in_road_transport,0.6,
2049,Bulgaria,share_of_electricity_in_road_transport,0.6,
2050,Bulgaria,share_of_electricity_in_road_transport,0.8,
2022,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2023,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2024,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2025,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2026,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2027,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2028,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2029,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2030,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2031,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2032,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2033,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2034,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2035,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2036,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2037,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2038,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2039,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2040,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2041,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2042,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2043,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2044,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2045,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2046,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2047,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2048,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2049,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2050,Bulgaria,bus_annual_change_in_passenger_km,0.4,
2022,Bulgaria,car_annual_change_in_passenger_km,0.7,
2023,Bulgaria,car_annual_change_in_passenger_km,0.7,
2024,Bulgaria,car_annual_change_in_passenger_km,0.7,
2025,Bulgaria,car_annual_change_in_passenger_km,0.7,
2026,Bulgaria,car_annual_change_in_passenger_km,0.7,
2027,Bulgaria,car_annual_change_in_passenger_km,0.7,
2028,Bulgaria,car_annual_change_in_passenger_km,0.7,
2029,Bulgaria,car_annual_change_in_passenger_km,0.7,
2030,Bulgaria,car_annual_change_in_passenger_km,0.4,
2031,Bulgaria,car_annual_change_in_passenger_km,0.4,
2032,Bulgaria,car_annual_change_in_passenger_km,0.4,
2033,Bulgaria,car_annual_change_in_passenger_km,0.4,
2034,Bulgaria,car_annual_change_in_passenger_km,0.4,
2035,Bulgaria,car_annual_change_in_passenger_km,0.4,
2036,Bulgaria,car_annual_change_in_passenger_km,0.4,
2037,Bulgaria,car_annual_change_in_passenger_km,0.4,
2038,Bulgaria,car_annual_change_in_passenger_km,0.4,
2039,Bulgaria,car_annual_change_in_passenger_km,0.4,
2040,Bulgaria,car_annual_change_in_passenger_km,0.4,
2041,Bulgaria,car_annual_change_in_passenger_km,0.4,
2042,Bulgaria,car_annual_change_in_passenger_km,0.4,
2043,Bulgaria,car_annual_change_in_passenger_km,0.4,
2044,Bulgaria,car_annual_change_in_passenger_km,0.4,
2045,Bulgaria,car_annual_change_in_passenger_km,0.4,
2046,Bulgaria,car_annual_change_in_passenger_km,0.4,
2047,Bulgaria,car_annual_change_in_passenger_km,0.4,
2048,Bulgaria,car_annual_change_in_passenger_km,0.4,
2049,Bulgaria,car_annual_change_in_passenger_km,0.4,
2050,Bulgaria,car_annual_change_in_passenger_km,0.4,
2022,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2023,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2024,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2025,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2026,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2027,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2028,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2029,Bulgaria,tram_annual_change_in_passenger_km,1.6,
2030,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2031,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2032,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2033,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2034,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2035,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2036,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2037,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2038,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2039,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2040,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2041,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2042,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2043,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2044,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2045,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2046,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2047,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2048,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2049,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2050,Bulgaria,tram_annual_change_in_passenger_km,0.9,
2022,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2023,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2024,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2025,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2026,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2027,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2028,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2029,Bulgaria,metro_annual_change_in_passenger_km,1.6,
2030,Bulgaria,metro_annual_change_in_passenger_km,0.9,
2031,Bulgaria,metro_annual_change_in_passenger_km,0.9,
2032,Bulgaria,metro_annual_change_in_passenger_km,0.9,
2033,Bulgaria,metro_annual_change_in_passenger_km,0.9,
2034,Bulgaria,metro_annual_change_in_passenger_km,0.9,
